Latitude,Longitude,Name
10.7596612,78.8108088753898,ORION
10.7593441,78.8132351984013,Barn Hall
10.75611,78.81557,CCD
10.76228895,78.8142263037577,Hostel Office
10.761085,78.8189253246424,2K Market
